id,X,Y,Z,formation
k6609,245285,6707619,37.556,kallio
k6610,245307,6707619,39.017,kallio
k6611,245329,6707619,39.368,kallio
k6612,245351,6707619,38.807,kallio
k6613,245373,6707619,38.415,kallio
k6614,245395,6707619,37.612,kallio
k6615,245285,6707597,35.511,kallio
k6616,245307,6707597,36.394,kallio
k6617,245329,6707597,37.68,kallio
k6618,245351,6707597,37.081,kallio
k6619,245373,6707597,36.494,kallio
k6620,245307,6707575,33.949,kallio
k6621,245329,6707575,35.847,kallio
k6622,245351,6707575,35.728,kallio
k6623,246169,6709985,41.198,kallio
k6624,245971,6709963,42.04,kallio
k6625,245993,6709963,43.588,kallio
k6626,246015,6709963,44.072,kallio
k6627,246037,6709963,43.481,kallio
k6628,246059,6709963,43.299,kallio
k6629,246081,6709963,43.013,kallio
k6630,246103,6709963,43.222,kallio
k6631,246125,6709963,44.389,kallio
k6632,246147,6709963,44.906,kallio
k6633,246169,6709963,44.912,kallio
k6634,246191,6709963,45.382,kallio
k6635,246213,6709963,45.757,kallio
k6636,246235,6709963,45.277,kallio
k6637,246257,6709963,45.027,kallio
k6638,246279,6709963,44.792,kallio
k6639,245839,6709941,42.143,kallio
k6640,245861,6709941,42.693,kallio
k6641,245883,6709941,44.021,kallio
k6642,245905,6709941,44.991,kallio
k6643,245927,6709941,45.211,kallio
k6644,245949,6709941,44.959,kallio
k6645,245971,6709941,46.272,kallio
k6646,245993,6709941,47.658,kallio
k6647,246015,6709941,48.407,kallio
k6648,246037,6709941,45.692,kallio
k6649,246059,6709941,44.777,kallio
k6650,246081,6709941,44.309,kallio
k6651,246103,6709941,44.445,kallio
k6652,246125,6709941,44.579,kallio
k6653,246147,6709941,46.699,kallio
k6654,246169,6709941,46.49,kallio
k6655,246191,6709941,46.917,kallio
k6656,246213,6709941,47.158,kallio
k6657,246235,6709941,46.435,kallio
k6658,246257,6709941,46.161,kallio
k6659,246279,6709941,47.095,kallio
k6660,246301,6709941,45.95,kallio
k6661,246323,6709941,45.79,kallio
k6662,245927,6709919,45.211,kallio
k6663,245949,6709919,44.823,kallio
k6664,245971,6709919,45.359,kallio
k6665,245993,6709919,46.88,kallio
k6666,246015,6709919,47.82,kallio
k6667,246037,6709919,47.272,kallio
k6668,246059,6709919,47.101,kallio
k6669,246081,6709919,46.26,kallio
k6670,246103,6709919,46.917,kallio
k6671,246125,6709919,46.975,kallio
k6672,246147,6709919,47.327,kallio
k6673,246169,6709919,48.117,kallio
k6674,246191,6709919,48.012,kallio
k6675,246213,6709919,47.979,kallio
k6676,246235,6709919,47.261,kallio
k6677,246257,6709919,46.511,kallio
k6678,246279,6709919,47.75,kallio
k6679,246301,6709919,48.006,kallio
k6680,246323,6709919,47.891,kallio
k6681,246345,6709919,46.145,kallio
k6682,245971,6709897,43.512,kallio
k6683,245993,6709897,45.237,kallio
k6684,246015,6709897,46.137,kallio
k6685,246037,6709897,46.349,kallio
k6686,246059,6709897,46.93,kallio
k6687,246081,6709897,46.858,kallio
k6688,246103,6709897,47.781,kallio
k6689,246125,6709897,47.774,kallio
k6690,246147,6709897,47.293,kallio
k6691,246169,6709897,47.617,kallio
k6692,246191,6709897,48.586,kallio
k6693,246213,6709897,48.383,kallio
k6694,246235,6709897,47.175,kallio
k6695,246257,6709897,46.042,kallio
k6696,246279,6709897,46.751,kallio
k6697,246301,6709897,48.58,kallio
k6698,246323,6709897,47.359,kallio
k6699,246345,6709897,46.69,kallio
k6700,246015,6709875,43.843,kallio
k6701,246037,6709875,43.541,kallio
k6702,246059,6709875,44.007,kallio
k6703,246081,6709875,44.099,kallio
k6704,246103,6709875,44.998,kallio
k6705,246125,6709875,45.614,kallio
k6706,246147,6709875,46.258,kallio
k6707,246169,6709875,46.181,kallio
k6708,246191,6709875,46.792,kallio
k6709,246213,6709875,46.254,kallio
k6710,246235,6709875,45.325,kallio
k6711,246257,6709875,45.031,kallio
k6712,246279,6709875,45.615,kallio
k6713,246301,6709875,45.794,kallio
k6714,246323,6709875,45.617,kallio
k6715,246235,6709853,44.037,kallio
k6716,246257,6709853,44.489,kallio
k6717,246279,6709853,43.885,kallio
k6718,246301,6709853,44.023,kallio
k6719,247413,6707725,24.546,kallio
k6720,247369,6707703,24.072,kallio
k6721,247391,6707703,27.273,kallio
k6722,247413,6707703,28.029,kallio
k6723,247435,6707703,26.907,kallio
k6724,247457,6707703,25.081,kallio
k6725,247369,6707681,25.005,kallio
k6726,247391,6707681,28.449,kallio
k6727,247413,6707681,30.269,kallio
k6728,247435,6707681,30.635,kallio
k6729,247457,6707681,32.498,kallio
k6730,247479,6707681,26.179,kallio
k6731,247347,6707659,26.26,kallio
k6732,247369,6707659,27.137,kallio
k6733,247391,6707659,29.654,kallio
k6734,247413,6707659,32.045,kallio
k6735,247435,6707659,32.296,kallio
k6736,247457,6707659,32.662,kallio
k6737,247479,6707659,29.618,kallio
k6738,247347,6707637,28.45,kallio
k6739,247369,6707637,29.073,kallio
k6740,247391,6707637,32.188,kallio
k6741,247413,6707637,32.947,kallio
k6742,247435,6707637,32.154,kallio
k6743,247457,6707637,32.143,kallio
k6744,247479,6707637,29.654,kallio
k6745,247347,6707615,25.942,kallio
k6746,247369,6707615,29.059,kallio
k6747,247391,6707615,29.74,kallio
k6748,247413,6707615,31.186,kallio
k6749,247435,6707615,30.479,kallio
k6750,247457,6707615,29.804,kallio
k6751,247479,6707615,28.561,kallio
k6752,247325,6707593,24.043,kallio
k6753,247347,6707593,24.757,kallio
k6754,247369,6707593,26.872,kallio
k6755,247391,6707593,29.379,kallio
k6756,247413,6707593,27.98,kallio
k6757,247435,6707593,28.784,kallio
k6758,247457,6707593,27.816,kallio
k6759,247479,6707593,27.306,kallio
k6760,247347,6707571,24.415,kallio
k6761,247369,6707571,25.468,kallio
k6762,247391,6707571,29.344,kallio
k6763,247413,6707571,27.98,kallio
k6764,247435,6707571,29.686,kallio
k6765,247457,6707571,27.459,kallio
k6766,247479,6707571,26.573,kallio
k6767,247369,6707549,24.891,kallio
k6768,247391,6707549,27.72,kallio
k6769,247413,6707549,26.939,kallio
k6770,247435,6707549,26.969,kallio
k6771,247457,6707549,29.135,kallio
k6772,247479,6707549,26.562,kallio
k6773,247501,6707549,23.691,kallio
k6774,247391,6707527,26.107,kallio
k6775,247413,6707527,30.201,kallio
k6776,247435,6707527,29.094,kallio
k6777,247457,6707527,27.924,kallio
k6778,247479,6707527,24.056,kallio
k6779,247501,6707527,22.287,kallio
k6780,247391,6707505,24.633,kallio
k6781,247413,6707505,26.431,kallio
k6782,247435,6707505,24.645,kallio
k6783,247457,6707505,25.201,kallio
k6784,247479,6707505,23.037,kallio
k6785,247501,6707505,23.771,kallio
k6786,247413,6707483,24.658,kallio
k6787,247435,6707483,24.074,kallio
k6788,247457,6707483,24.003,kallio
k6789,247479,6707483,23.366,kallio
k6790,247501,6707483,22.051,kallio
k6791,247523,6707483,21.972,kallio
k6792,247545,6707483,19.419,kallio
k6793,247789,6707859,24.785,kallio
k6794,247745,6707837,26.29,kallio
k6795,247767,6707837,28.33,kallio
k6796,247789,6707837,28.094,kallio
k6797,247811,6707837,26.4,kallio
k6798,247723,6707815,27.218,kallio
k6799,247745,6707815,30.36,kallio
k6800,247767,6707815,31.926,kallio
k6801,247789,6707815,30.247,kallio
k6802,247811,6707815,27.963,kallio
k6803,247679,6707793,25.315,kallio
k6804,247701,6707793,25.906,kallio
k6805,247723,6707793,28.533,kallio
k6806,247745,6707793,30.333,kallio
k6807,247767,6707793,31.255,kallio
k6808,247789,6707793,30.708,kallio
k6809,247811,6707793,28.827,kallio
k6810,247833,6707793,28.063,kallio
k6811,247657,6707771,24.798,kallio
k6812,247679,6707771,26.01,kallio
k6813,247701,6707771,27.759,kallio
k6814,247723,6707771,29.005,kallio
k6815,247745,6707771,29.938,kallio
k6816,247767,6707771,30.556,kallio
k6817,247789,6707771,29.67,kallio
k6818,247811,6707771,28.732,kallio
k6819,247833,6707771,28.75,kallio
k6820,247855,6707771,28.365,kallio
k6821,247657,6707749,25.701,kallio
k6822,247679,6707749,26.709,kallio
k6823,247701,6707749,28.36,kallio
k6824,247723,6707749,28.438,kallio
k6825,247745,6707749,29.274,kallio
k6826,247767,6707749,29.888,kallio
k6827,247789,6707749,28.968,kallio
k6828,247811,6707749,28.453,kallio
k6829,247833,6707749,28.636,kallio
k6830,247855,6707749,30.225,kallio
k6831,247657,6707727,24.473,kallio
k6832,247679,6707727,25.253,kallio
k6833,247701,6707727,26.658,kallio
k6834,247723,6707727,27.007,kallio
k6835,247745,6707727,26.717,kallio
k6836,247767,6707727,26.999,kallio
k6837,247789,6707727,27.666,kallio
k6838,247811,6707727,27.663,kallio
k6839,247833,6707727,26.968,kallio
k6840,247855,6707727,29.31,kallio
k6841,247877,6707727,26.065,kallio
k6842,247701,6707705,24.763,kallio
k6843,247723,6707705,24.716,kallio
k6844,247745,6707705,24.603,kallio
k6845,247767,6707705,24.652,kallio
k6846,247789,6707705,25.667,kallio
k6847,247811,6707705,25.347,kallio
k6848,247833,6707705,24.944,kallio
k6849,247855,6707705,25.05,kallio
k6850,247779,6707637,28.487,kallio
k6851,247801,6707637,28.777,kallio
k6852,247691,6707615,26.262,kallio
k6853,247713,6707615,27.087,kallio
k6854,247735,6707615,28.532,kallio
k6855,247757,6707615,30.59,kallio
k6856,247779,6707615,33.06,kallio
k6857,247801,6707615,33.183,kallio
k6858,247823,6707615,29.613,kallio
k6859,247845,6707615,29.38,kallio
k6860,247867,6707615,28.392,kallio
k6861,247669,6707593,24.164,kallio
k6862,247691,6707593,30.527,kallio
k6863,247713,6707593,32.251,kallio
k6864,247735,6707593,30.592,kallio
k6865,247757,6707593,31.248,kallio
k6866,247779,6707593,32.161,kallio
k6867,247801,6707593,32.557,kallio
k6868,247823,6707593,30.689,kallio
k6869,247845,6707593,30.752,kallio
k6870,247867,6707593,29.785,kallio
k6871,247889,6707593,28.008,kallio
k6872,247999,6707593,26.984,kallio
k6873,247669,6707571,24.123,kallio
k6874,247691,6707571,28.663,kallio
k6875,247713,6707571,31.734,kallio
k6876,247735,6707571,32.687,kallio
k6877,247757,6707571,30.501,kallio
k6878,247779,6707571,29.808,kallio
k6879,247801,6707571,30.859,kallio
k6880,247823,6707571,30.291,kallio
k6881,247845,6707571,30.379,kallio
k6882,247867,6707571,30.449,kallio
k6883,247889,6707571,29.353,kallio
k6884,247911,6707571,27.933,kallio
k6885,247933,6707571,29.143,kallio
k6886,247955,6707571,29.626,kallio
k6887,247977,6707571,30.771,kallio
k6888,247999,6707571,32.465,kallio
k6889,248021,6707571,30.183,kallio
k6890,247603,6707549,22.589,kallio
k6891,247647,6707549,24.552,kallio
k6892,247669,6707549,25.566,kallio
k6893,247691,6707549,27.818,kallio
k6894,247713,6707549,29.19,kallio
k6895,247735,6707549,30.036,kallio
k6896,247757,6707549,29.395,kallio
k6897,247779,6707549,27.478,kallio
k6898,247801,6707549,28.509,kallio
k6899,247823,6707549,28.777,kallio
k6900,247845,6707549,28.165,kallio
k6901,247867,6707549,29.707,kallio
k6902,247889,6707549,30.733,kallio
k6903,247911,6707549,29.656,kallio
k6904,247933,6707549,29.969,kallio
k6905,247955,6707549,30.59,kallio
k6906,247977,6707549,31.631,kallio
k6907,247999,6707549,33.733,kallio
k6908,248021,6707549,34.018,kallio
k6909,248043,6707549,32.865,kallio
k6910,248131,6707549,30.986,kallio
k6911,247603,6707527,22.711,kallio
k6912,247625,6707527,24.242,kallio
k6913,247647,6707527,25.344,kallio
k6914,247669,6707527,25.532,kallio
k6915,247691,6707527,25.693,kallio
k6916,247713,6707527,26.312,kallio
k6917,247735,6707527,27.014,kallio
k6918,247757,6707527,27.957,kallio
k6919,247779,6707527,27.075,kallio
k6920,247801,6707527,27.931,kallio
k6921,247823,6707527,28.468,kallio
k6922,247845,6707527,28.8,kallio
k6923,247867,6707527,31.137,kallio
k6924,247889,6707527,31.532,kallio
k6925,247911,6707527,33.305,kallio
k6926,247933,6707527,33.207,kallio
k6927,247955,6707527,31.605,kallio
k6928,247977,6707527,33.976,kallio
k6929,247999,6707527,34.989,kallio
k6930,248021,6707527,33.583,kallio
k6931,248043,6707527,33.701,kallio
k6932,248065,6707527,27.922,kallio
k6933,248087,6707527,27.566,kallio
k6934,248109,6707527,31.191,kallio
k6935,248131,6707527,34.616,kallio
k6936,248153,6707527,28.813,kallio
k6937,248175,6707527,27.752,kallio
k6938,248197,6707527,30.088,kallio
k6939,248219,6707527,28.929,kallio
k6940,248241,6707527,28.125,kallio
k6941,248263,6707527,26.408,kallio
k6942,247647,6707505,25.058,kallio
k6943,247669,6707505,24.336,kallio
k6944,247691,6707505,25.924,kallio
k6945,247713,6707505,25.511,kallio
k6946,247735,6707505,25.501,kallio
k6947,247757,6707505,27.074,kallio
k6948,247779,6707505,28.076,kallio
k6949,247801,6707505,27.921,kallio
k6950,247823,6707505,28.899,kallio
k6951,247845,6707505,28.433,kallio
k6952,247867,6707505,29.491,kallio
k6953,247889,6707505,31.886,kallio
k6954,247911,6707505,31.518,kallio
k6955,247933,6707505,31.275,kallio
k6956,247955,6707505,30.638,kallio
k6957,247977,6707505,31.682,kallio
k6958,247999,6707505,31.491,kallio
k6959,248021,6707505,31.637,kallio
k6960,248043,6707505,32.175,kallio
k6961,248065,6707505,29.027,kallio
k6962,248087,6707505,30.144,kallio
k6963,248109,6707505,32.397,kallio
k6964,248131,6707505,32.744,kallio
k6965,248153,6707505,28.164,kallio
k6966,248175,6707505,31.313,kallio
k6967,248197,6707505,33.45,kallio
k6968,248219,6707505,31.923,kallio
k6969,248241,6707505,28.954,kallio
k6970,248263,6707505,27.508,kallio
k6971,248285,6707505,26.866,kallio
k6972,247647,6707483,23.21,kallio
k6973,247669,6707483,21.974,kallio
k6974,247691,6707483,24.23,kallio
k6975,247713,6707483,24.889,kallio
k6976,247735,6707483,26.011,kallio
k6977,247757,6707483,27.658,kallio
k6978,247779,6707483,29.137,kallio
k6979,247801,6707483,29.963,kallio
k6980,247845,6707483,30.877,kallio
k6981,247867,6707483,30.319,kallio
k6982,247889,6707483,30.589,kallio
k6983,247911,6707483,30.551,kallio
k6984,247933,6707483,29.441,kallio
k6985,247955,6707483,30.217,kallio
k6986,247977,6707483,29.156,kallio
k6987,247999,6707483,28.85,kallio
k6988,248021,6707483,29.907,kallio
k6989,248043,6707483,29.877,kallio
k6990,248065,6707483,29.524,kallio
k6991,248087,6707483,29.238,kallio
k6992,248109,6707483,30.58,kallio
k6993,248131,6707483,29.822,kallio
k6994,248153,6707483,28.925,kallio
k6995,248175,6707483,34.573,kallio
k6996,248197,6707483,28.894,kallio
k6997,248219,6707483,27.215,kallio
k6998,248241,6707483,27.646,kallio
k6999,248263,6707483,27.893,kallio
k7000,248285,6707483,27.986,kallio
k7001,248307,6707483,27.551,kallio
k7002,247647,6707461,21.946,kallio
k7003,247669,6707461,20.822,kallio
k7004,247713,6707461,24.693,kallio
k7005,247735,6707461,26.248,kallio
k7006,247757,6707461,28.185,kallio
k7007,247779,6707461,31.018,kallio
k7008,247801,6707461,30.754,kallio
k7009,247889,6707461,27.509,kallio
k7010,247911,6707461,27.314,kallio
k7011,247933,6707461,27.027,kallio
k7012,247955,6707461,26.893,kallio
k7013,247977,6707461,27.343,kallio
k7014,247999,6707461,27.559,kallio
k7015,248021,6707461,27.692,kallio
k7016,248043,6707461,27.071,kallio
k7017,248065,6707461,26.472,kallio
k7018,248087,6707461,26.656,kallio
k7019,248109,6707461,27.139,kallio
k7020,248131,6707461,27.331,kallio
k7021,248153,6707461,27.549,kallio
k7022,248175,6707461,27.543,kallio
k7023,248197,6707461,26.927,kallio
k7024,248219,6707461,26.728,kallio
k7025,248241,6707461,27.552,kallio
k7026,248263,6707461,28.097,kallio
k7027,248285,6707461,28.243,kallio
k7028,248307,6707461,28.328,kallio
k7029,247735,6707439,25.397,kallio
k7030,247757,6707439,26.07,kallio
k7031,247779,6707439,26.222,kallio
k7032,247801,6707439,26.015,kallio
k7033,247823,6707439,25.844,kallio
k7034,247933,6707439,26.541,kallio
k7035,247955,6707439,26.688,kallio
k7036,247977,6707439,26.842,kallio
k7037,247999,6707439,27,kallio
k7038,248021,6707439,26.989,kallio
k7039,248043,6707439,26.61,kallio
k7040,248065,6707439,26.231,kallio
k7041,248087,6707439,26.259,kallio
k7042,248109,6707439,26.736,kallio
k7043,248131,6707439,27.407,kallio
k7044,248153,6707439,27.737,kallio
k7045,248175,6707439,27.897,kallio
k7046,248197,6707439,27.929,kallio
k7047,248219,6707439,27.459,kallio
k7048,248241,6707439,29.988,kallio
k7049,248263,6707439,33.021,kallio
k7050,248285,6707439,31.861,kallio
k7051,248307,6707439,28.486,kallio
k7052,247735,6707417,25.306,kallio
k7053,247757,6707417,25.452,kallio
k7054,247779,6707417,25.485,kallio
k7055,247801,6707417,25.405,kallio
k7056,247823,6707417,25.462,kallio
k7057,247911,6707417,26.14,kallio
k7058,247933,6707417,26.451,kallio
k7059,247955,6707417,26.82,kallio
k7060,247977,6707417,27.04,kallio
k7061,247999,6707417,27.166,kallio
k7062,248021,6707417,27.299,kallio
k7063,248043,6707417,27.41,kallio
k7064,248065,6707417,27.22,kallio
k7065,248087,6707417,26.763,kallio
k7066,248109,6707417,26.237,kallio
k7067,248131,6707417,26.492,kallio
k7068,248153,6707417,27.35,kallio
k7069,248175,6707417,27.247,kallio
k7070,248197,6707417,28.932,kallio
k7071,248219,6707417,31.29,kallio
k7072,248241,6707417,31.334,kallio
k7073,248263,6707417,31.543,kallio
k7074,248285,6707417,30.876,kallio
k7075,248307,6707417,28.086,kallio
k7076,248329,6707417,24.887,kallio
k7077,247757,6707395,26.3,kallio
k7078,247779,6707395,26.234,kallio
k7079,247801,6707395,26.111,kallio
k7080,247823,6707395,26.125,kallio
k7081,247911,6707395,26.523,kallio
k7082,247933,6707395,27.207,kallio
k7083,247955,6707395,27.556,kallio
k7084,247977,6707395,27.457,kallio
k7085,247999,6707395,29.186,kallio
k7086,248021,6707395,31.962,kallio
k7087,248043,6707395,32.872,kallio
k7088,248065,6707395,30.615,kallio
k7089,248087,6707395,28.786,kallio
k7090,248109,6707395,27.114,kallio
k7091,248131,6707395,27.201,kallio
k7092,248153,6707395,27.487,kallio
k7093,248175,6707395,26.287,kallio
k7094,248197,6707395,27.507,kallio
k7095,248219,6707395,29.118,kallio
k7096,248241,6707395,30.036,kallio
k7097,248263,6707395,30.051,kallio
k7098,248285,6707395,29.324,kallio
k7099,248307,6707395,27.601,kallio
k7100,248329,6707395,24.087,kallio
k7101,248065,6707373,33.62,kallio
k7102,248087,6707373,29.895,kallio
k7103,248109,6707373,27.621,kallio
k7104,248131,6707373,26.418,kallio
k7105,248153,6707373,26.678,kallio
k7106,248175,6707373,27.024,kallio
k7107,248197,6707373,26.128,kallio
k7108,248219,6707373,27.746,kallio
k7109,248241,6707373,27.959,kallio
k7110,248263,6707373,27.739,kallio
k7111,248285,6707373,27.231,kallio
k7112,248307,6707373,25.221,kallio
k7113,248175,6707351,25.51,kallio
k7114,248197,6707351,24.814,kallio
k7115,248219,6707351,24.991,kallio
k7116,248241,6707351,24.99,kallio
k7117,248263,6707351,25.066,kallio
k7118,248285,6707351,24.119,kallio
k7119,248307,6707351,22.879,kallio
k7120,248219,6707329,22.677,kallio
k7121,248241,6707329,22.182,kallio
k7122,248263,6707329,21.613,kallio
k7123,248285,6707329,21.21,kallio
k7124,248073,6708111,28.623,kallio
k7125,248051,6708089,30.179,kallio
k7126,248073,6708089,31.907,kallio
k7127,248095,6708089,28.984,kallio
k7128,248029,6708067,27.197,kallio
k7129,248051,6708067,30.062,kallio
k7130,248073,6708067,31.855,kallio
k7131,248095,6708067,28.984,kallio
k7132,248051,6708045,30.884,kallio
k7133,248073,6708045,31.23,kallio
k7134,248095,6708045,30.195,kallio
k7135,248051,6708023,29.48,kallio
k7136,248073,6708023,31.317,kallio
k7137,248095,6708023,28.858,kallio
k7138,248051,6708001,28.303,kallio
k7139,248073,6708001,29.959,kallio
k7140,248095,6708001,28.402,kallio
k7141,248051,6707979,25.754,kallio
k7142,248073,6707979,28.631,kallio
k7143,248095,6707979,27.83,kallio
k7144,248051,6707957,25.197,kallio
k7145,248073,6707957,27.122,kallio
k7146,248095,6707957,26.931,kallio
k7147,248073,6707935,25.467,kallio
k7148,248095,6707935,26.232,kallio
k7149,248521,6708117,27.485,kallio
k7150,248543,6708117,28.774,kallio
k7151,248521,6708095,27.59,kallio
k7152,248543,6708095,30.043,kallio
k7153,248499,6708073,29.811,kallio
k7154,248521,6708073,29.845,kallio
k7155,248543,6708073,30.755,kallio
k7156,248477,6708051,26.931,kallio
k7157,248499,6708051,31.08,kallio
k7158,248521,6708051,29.24,kallio
k7159,248543,6708051,28.853,kallio
k7160,248455,6708029,26.659,kallio
k7161,248477,6708029,28.006,kallio
k7162,248499,6708029,28.308,kallio
k7163,248439,6707953,26.637,kallio
k7164,248527,6707953,28.519,kallio
k7165,248439,6707931,27.369,kallio
k7166,248461,6707931,27.656,kallio
k7167,248483,6707931,28.608,kallio
k7168,248505,6707931,29.944,kallio
k7169,248527,6707931,30.453,kallio
k7170,248549,6707931,28.973,kallio
k7171,248461,6707909,27.404,kallio
k7172,248483,6707909,27.788,kallio
k7173,248505,6707909,29.325,kallio
k7174,248527,6707909,29.509,kallio
k7175,248595,6707801,27.864,kallio
k7176,248617,6707801,29.181,kallio
k7177,248573,6707779,27.542,kallio
k7178,248595,6707779,28.136,kallio
k7179,248617,6707779,30.217,kallio
k7180,248639,6707779,32.039,kallio
k7181,248529,6707757,25.992,kallio
k7182,248551,6707757,28.151,kallio
k7183,248573,6707757,27.804,kallio
k7184,248595,6707757,28.914,kallio
k7185,248617,6707757,31.25,kallio
k7186,248639,6707757,34.053,kallio
k7187,248529,6707735,26.407,kallio
k7188,248551,6707735,28.026,kallio
k7189,248595,6707735,29.079,kallio
k7190,248617,6707735,30.551,kallio
k7191,248639,6707735,32.303,kallio
k7192,248617,6707713,29.866,kallio
k7193,248639,6707713,31.065,kallio
k7194,248661,6707713,33.38,kallio
k7195,248617,6707691,28.496,kallio
k7196,248639,6707691,30.081,kallio
k7197,248661,6707691,32.936,kallio
k7198,248617,6707669,28.107,kallio
k7199,248639,6707669,30.296,kallio
k7200,248661,6707669,33.711,kallio
k7201,248639,6707647,28.451,kallio
k7202,248661,6707647,32.436,kallio
k7203,247101,6710127,53.944,kallio
k7204,247123,6710127,53.285,kallio
k7205,247145,6710127,50.428,kallio
k7206,247167,6710127,42.132,kallio
k7207,247013,6710105,41.245,kallio
k7208,247035,6710105,42.225,kallio
k7209,247057,6710105,45.737,kallio
k7210,247079,6710105,54.833,kallio
k7211,247101,6710105,55.699,kallio
k7212,247123,6710105,50.096,kallio
k7213,247145,6710105,46.526,kallio
k7214,247167,6710105,37.743,kallio
k7215,246925,6710083,36.606,kallio
k7216,246947,6710083,37.756,kallio
k7217,246969,6710083,40.111,kallio
k7218,246991,6710083,41.236,kallio
k7219,247013,6710083,41.086,kallio
k7220,247035,6710083,45.408,kallio
k7221,247057,6710083,48.151,kallio
k7222,247079,6710083,48.116,kallio
k7223,247101,6710083,53.047,kallio
k7224,247123,6710083,47.643,kallio
k7225,247145,6710083,42.702,kallio
k7226,246705,6710061,36.439,kallio
k7227,246727,6710061,38.172,kallio
k7228,246749,6710061,39.654,kallio
k7229,246771,6710061,40.68,kallio
k7230,246793,6710061,41.868,kallio
k7231,246815,6710061,41.75,kallio
k7232,246837,6710061,41.171,kallio
k7233,246859,6710061,37.416,kallio
k7234,246881,6710061,38.157,kallio
k7235,246903,6710061,37.129,kallio
k7236,246925,6710061,37.333,kallio
k7237,246947,6710061,40.175,kallio
k7238,246969,6710061,44.451,kallio
k7239,246991,6710061,44.678,kallio
k7240,247013,6710061,43.146,kallio
k7241,247035,6710061,43.998,kallio
k7242,247057,6710061,46.263,kallio
k7243,247079,6710061,45.94,kallio
k7244,247101,6710061,46.829,kallio
k7245,247123,6710061,42.641,kallio
k7246,247145,6710061,37.07,kallio
k7247,246661,6710039,37.883,kallio
k7248,246683,6710039,38.314,kallio
k7249,246705,6710039,43.968,kallio
k7250,246727,6710039,50.858,kallio
k7251,246749,6710039,49.744,kallio
k7252,246771,6710039,47.068,kallio
k7253,246793,6710039,43.968,kallio
k7254,246815,6710039,43.566,kallio
k7255,246837,6710039,43.856,kallio
k7256,246859,6710039,43.042,kallio
k7257,246881,6710039,38.742,kallio
k7258,246903,6710039,37.821,kallio
k7259,246925,6710039,38.911,kallio
k7260,246947,6710039,40.881,kallio
k7261,246969,6710039,42.107,kallio
k7262,246991,6710039,42.867,kallio
k7263,247013,6710039,41.742,kallio
k7264,247035,6710039,41.558,kallio
k7265,247057,6710039,42.777,kallio
k7266,247079,6710039,43.812,kallio
k7267,247101,6710039,44.197,kallio
k7268,247123,6710039,38.94,kallio
k7269,246661,6710017,38.28,kallio
k7270,246683,6710017,41.166,kallio
k7271,246705,6710017,46.538,kallio
k7272,246727,6710017,49.064,kallio
k7273,246749,6710017,49.093,kallio
k7274,246771,6710017,47.614,kallio
k7275,246793,6710017,43.628,kallio
k7276,246815,6710017,42.289,kallio
k7277,246837,6710017,41.805,kallio
k7278,246859,6710017,41.665,kallio
k7279,246881,6710017,38.059,kallio
k7280,246903,6710017,37.672,kallio
k7281,246925,6710017,38.398,kallio
k7282,246947,6710017,40.038,kallio
k7283,246969,6710017,39.739,kallio
k7284,246991,6710017,39.792,kallio
k7285,247013,6710017,39.661,kallio
k7286,247035,6710017,39.573,kallio
k7287,247057,6710017,40.808,kallio
k7288,247079,6710017,41.402,kallio
k7289,247101,6710017,41.327,kallio
k7290,247123,6710017,38.294,kallio
k7291,247145,6710017,36.018,kallio
k7292,246661,6709995,41.479,kallio
k7293,246683,6709995,41.382,kallio
k7294,246705,6709995,48.024,kallio
k7295,246727,6709995,47.914,kallio
k7296,246749,6709995,49.417,kallio
k7297,246771,6709995,46.743,kallio
k7298,246793,6709995,41.559,kallio
k7299,246815,6709995,39.596,kallio
k7300,246837,6709995,38.807,kallio
k7301,246859,6709995,37.897,kallio
k7302,246881,6709995,37.534,kallio
k7303,246903,6709995,37.7,kallio
k7304,246925,6709995,38.154,kallio
k7305,246947,6709995,39.094,kallio
k7306,246969,6709995,39.686,kallio
k7307,246991,6709995,39.527,kallio
k7308,247013,6709995,39.478,kallio
k7309,247035,6709995,39.673,kallio
k7310,247057,6709995,39.825,kallio
k7311,247079,6709995,40.574,kallio
k7312,247101,6709995,40.718,kallio
k7313,247123,6709995,39.187,kallio
k7314,247145,6709995,36.467,kallio
k7315,247167,6709995,33.538,kallio
k7316,246573,6709973,38.001,kallio
k7317,246595,6709973,38.378,kallio
k7318,246617,6709973,39.611,kallio
k7319,246639,6709973,39.97,kallio
k7320,246661,6709973,41.534,kallio
k7321,246683,6709973,41.599,kallio
k7322,246705,6709973,47.118,kallio
k7323,246727,6709973,46.64,kallio
k7324,246749,6709973,46.717,kallio
k7325,246771,6709973,43.504,kallio
k7326,246793,6709973,39.769,kallio
k7327,246815,6709973,37.736,kallio
k7328,246837,6709973,36.764,kallio
k7329,246903,6709973,37.104,kallio
k7330,246925,6709973,37.75,kallio
k7331,246947,6709973,39.003,kallio
k7332,246969,6709973,39.657,kallio
k7333,246991,6709973,39.176,kallio
k7334,247013,6709973,40.979,kallio
k7335,247035,6709973,40.669,kallio
k7336,247057,6709973,39.753,kallio
k7337,247079,6709973,40.292,kallio
k7338,247101,6709973,39.88,kallio
k7339,247123,6709973,39.218,kallio
k7340,247145,6709973,36.385,kallio
k7341,247167,6709973,33.684,kallio
k7342,246551,6709951,37.77,kallio
k7343,246573,6709951,39.74,kallio
k7344,246595,6709951,40.356,kallio
